,event,date,person,quote,Positive?,Negative?,Team?,Individual?
1143,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,GIANNIS ANTETOKOUNMPO,"I understand that I have a platform that allows me to do that, and I have to be a role model for a lot of people around the world that look up to me. I try to be myself as much as possible. I was inspired by many people before me, and I hope that I can do the same for them. Not just for immigrants, but for a lot of people around the world.",1.0,,,1.0
1144,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,GIANNIS ANTETOKOUNMPO,Be patient. You've got to be patient. They're not always going to do things that you like. Be patient because they're kids. I think that's the most important thing.,1.0,,,1.0
1145,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,GIANNIS ANTETOKOUNMPO,"It's hard. It's hard. This is my fourth coach in the span of six months, from Coach Bud, Coach Griff, Coach Joe and then Doc. Different philosophy, different game plan. It's hard. It's training.",,1.0,,1.0
1146,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,GIANNIS ANTETOKOUNMPO,"I am a student of the game. I try to -- when somebody asks me to do something, I try to do it in the best of my ability. I try to understand what we're trying to accomplish because, if I can understand it, I can also be there for my teammates if they ask me a question.",1.0,,,1.0
1147,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,GIANNIS ANTETOKOUNMPO,"But I love working with Coach Doc. He's been very, very successful. We can talk all day about things he's accomplished around the league. He's won, I think, 1,100 NBA games. Some people have never played 1,100 games.",1.0,,,1.0
1148,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,GIANNIS ANTETOKOUNMPO,"Yeah, he brings that level of -- how can I say? A championship level to the team. He won. He's coached a lot of successful teams in the past. When you have that guy in your bench, you have to bring your A game.",1.0,,1.0,
1149,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,GIANNIS ANTETOKOUNMPO,"Now, things that we have to do to get back on track, I'd say, one, we have to get healthy, but that cannot be our excuse. We've played 56 games, which is a lot. We've played a lot of minutes. We've got to take care of our body, and hopefully we'll have a mental and a physical break now these six, seven days. Then we get back, and we are fresh, and we're able to go again and try to build new habits and play good basketball and try to win some games.",1.0,,1.0,
1150,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,GIANNIS ANTETOKOUNMPO,"Yes, it's been a very, very, very hard season for everybody. Not just for the players, but for the coaching staff, and changes -- it's been a hard season. But through it all, I think we can get it done. We hope. We'll see.",,1.0,1.0,
1151,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,GIANNIS ANTETOKOUNMPO,Be a hundred times better than Giannis. He doesn't need to be Giannis. He's going to be Victor.,1.0,,,1.0
1152,2024 - NBA ALL-STAR RISING STARS PRACTICE,16-Feb,VICTOR WEMBANYAMA,"Yeah, it's been -- I mean, the schedule has been full, but it's also what I'm here for. It's a lot of fun experiences.",1.0,,,1.0
1153,2024 - NBA ALL-STAR RISING STARS PRACTICE,16-Feb,VICTOR WEMBANYAMA,"I'm looking forward to play in the game, two games hopefully. Next year hopefully the big game.",1.0,,,1.0
1154,2024 - NBA ALL-STAR RISING STARS PRACTICE,16-Feb,VICTOR WEMBANYAMA,"The Tech Summit, that was a lot of fun. It was funny. Had the rehearsal yesterday too. Actually learned a lot from these people who made the Internet world what it was today. It was a lot of -- I learned a lot.",1.0,,,1.0
1155,2024 - NBA ALL-STAR RISING STARS PRACTICE,16-Feb,VICTOR WEMBANYAMA,"Yeah, about not skipping steps, I've been told never to skip steps my whole life, but that didn't stop me from running up the stairs. So yeah, of course it's something I want to be a part of in the future.",1.0,,,1.0
1156,2024 - NBA ALL-STAR RISING STARS PRACTICE,16-Feb,VICTOR WEMBANYAMA,"Yeah, I think so, especially if we win.",1.0,,1.0,
1157,2024 - NBA ALL-STAR RISING STARS PRACTICE,16-Feb,VICTOR WEMBANYAMA,"Expectations, it depends from who. My coaches and my teammates, the rise of expectations has been going on all season. It's no reason that it changes. So it's something I hope will continue as well with the years coming because I don't want to -- we want to be in the playoffs soon, and then we want to win.",1.0,,1.0,
1158,2024 - NBA ALL-STAR RISING STARS PRACTICE,16-Feb,VICTOR WEMBANYAMA,"Of course, not even talking about the statistical facts. He was just incredible.",1.0,,,1.0
1159,2024 - NBA ALL-STAR RISING STARS PRACTICE,16-Feb,VICTOR WEMBANYAMA,"""Welcome to the NBA"" moment, there's been plenty of them. The earliest one I can remember is Kevin Durant was pretty tough to guard. Even though sometimes it feels like you've done your best and he still scores. So, yeah, there's been plenty of those.",1.0,,,1.0
1160,2024 - NBA ALL-STAR RISING STARS PRACTICE,16-Feb,VICTOR WEMBANYAMA,"How different? The talent is just so incredible here, every team. So it's tough to guard because -- yeah, it's tough to guard. Yeah, those shots you've got to take are different as well offensively, the positions. Yeah, it's way different.",1.0,,1.0,
1161,2024 - NBA ALL-STAR RISING STARS PRACTICE,16-Feb,VICTOR WEMBANYAMA,"Yes, how everything's getting better in terms of knowledge, the body, treatment, stuff like this, I think we're going to see more and more of those. Taking care of my body has long been one of my most important thoughts even for long term.",1.0,,,1.0
1162,2024 - NBA ALL-STAR RISING STARS PRACTICE,16-Feb,VICTOR WEMBANYAMA,"But only the future will tell how the health is going to be. For sure, I'm trying to have no regrets about how I treat my body.",1.0,,,1.0
1163,2024 - NBA ALL-STAR RISING STARS PRACTICE,16-Feb,TREY MURPHY III,"Cool, obviously. It was cool. Fun experience. Got to have a little fun with the guys, play against my teammates. So, always can appreciate moments like that.",1.0,,,1.0
1164,2024 - NBA ALL-STAR RISING STARS PRACTICE,16-Feb,TREY MURPHY III,"Then, too, just continued to work over the summer to get more athletic each and every year. That's probably what it is.",1.0,,,1.0
1165,2024 - NBA ALL-STAR RISING STARS PRACTICE,16-Feb,TREY MURPHY III,"Always. That was always my motto. Just be patient and be myself and continue to work hard every single day. That's the best way to do it because if you don't, you try to rush the process, things aren't going to go your way.",1.0,,,1.0
1166,2024 - NBA ALL-STAR RISING STARS PRACTICE,16-Feb,TREY MURPHY III,"Obviously health is an issue, but without that being an excuse, we just have to play together, play the right way and defend at a high level. That's the best way to do it.",1.0,,1.0,
1167,2024 - NBA ALL-STAR RISING STARS PRACTICE,16-Feb,BONES HYLAND,"A little bit. I didn't get all the way suited up, but almost there.",1.0,,,1.0
1168,2024 - NBA ALL-STAR RISING STARS PRACTICE,16-Feb,BONES HYLAND,"I feel like what I offer is very elite. My shotmaking ability, my playmaking ability, my speed, my pace, my quickness. I feel like that's definitely a go-ahead position for me right now.",1.0,,,1.0
1169,2024 - NBA ALL-STAR RISING STARS PRACTICE,16-Feb,BONES HYLAND,"I feel like I'm bigger than that, but in the meantime just go with what I've got right now.",1.0,,,1.0
1170,2024 - NBA ALL-STAR RISING STARS PRACTICE,16-Feb,BONES HYLAND,"I feel like it's good. A lot of good guys around the team. A lot of good vibes, positive vibes. Just great dudes all around.",1.0,,1.0,
1171,2024 - NBA ALL-STAR RISING STARS PRACTICE,16-Feb,BONES HYLAND,"It feels good to see the guys like that be back around at All-Star Weekend. Get out there and play with them and stuff like that because, honestly, we don't see each other a lot during the season. So just to be out there and be able to compete against each other and have some fun is good.",1.0,,1.0,
1172,2024 - NBA ALL-STAR RISING STARS PRACTICE,16-Feb,BONES HYLAND,"Of course. Yeah, just try to blend in, but at the same time just getting in where I fit in right now and just trying to be that spark plug for us and get out there and do what I do best.",1.0,,1.0,
1173,2024 - NBA ALL-STAR RISING STARS PRACTICE,16-Feb,BONES HYLAND,"I knew guys on the team before, but I didn't know I was going. Once I got traded there, it was definitely, like, a lot of excitement for myself. I knew a lot of guys on the team already. I just feel like I could fit in really well.",1.0,,1.0,
1224,2024 - NBA ALL-STAR RISING STARS PRACTICE,16-Feb,SCOTTIE BARNES,"It feels amazing to be a champion. We put in the hard work, the effort, and we were just playing hard both games, and we came together as a group, and we won out there.",1.0,,,1.0
1225,2024 - NBA ALL-STAR RISING STARS PRACTICE,16-Feb,SCOTTIE BARNES,"Everybody played hard. Jose, my boy, he played hard. Everybody just played hard really. That's why we won. We just tried to stick to that mindset, and that's why we came out with the W.",1.0,,1.0,
1226,2024 - NBA ALL-STAR RISING STARS PRACTICE,16-Feb,SCOTTIE BARNES,"It's been amazing. Of course, I knew a lot more guys last year, but it was fun getting to know new guys, seeing the young talent that's under me. I'm only in my second year, but I'm seeing those first-year guys, and they're really good. They're really talented. So, it's been fun.",1.0,,,1.0
1227,2024 - NBA ALL-STAR RISING STARS PRACTICE,16-Feb,SCOTTIE BARNES,"For sure. I feel like I always have that inspiration, that motivation to try to come back as an All-Star. It's one of my goals, and I'm going to keep fighting every year for it.",1.0,,,1.0
1228,2024 - NBA ALL-STAR RISING STARS PRACTICE,16-Feb,PAOLO BANCHERO,"My ""welcome to the NBA"" moment, I think was my first game. We played in Detroit. First regular-season game, in Detroit. I had a fast break and dunked over the top of a guy, and it was kind of a surreal moment.",1.0,,1.0,
1229,2024 - NBA ALL-STAR RISING STARS PRACTICE,16-Feb,PAOLO BANCHERO,"It's exciting. Like you said, just having all these games after the break really mean something, every game. We've got to be ready to go because we're trying to make this final push.",1.0,,1.0,
1230,2024 - NBA ALL-STAR RISING STARS PRACTICE,16-Feb,PAOLO BANCHERO,"The break, just everyone getting a chance to take a breath and get whatever it is they need, whether it's rest, time with their friends and family. It's a great time to just take that time. So I look forward to getting back and making that push at the end.",1.0,,,1.0
1231,2024 - NBA ALL-STAR RISING STARS PRACTICE,16-Feb,PAOLO BANCHERO,"Some, for sure, have just said little gems to me throughout the season, told me I'm playing well and they love what I'm doing, stuff like that. Then once I did make the All-Star, guys definitely went out of their way to tell me congratulations, which is dope because not even really knowing the guys, just them coming up and saying congrats, it's just a brotherhood in the NBA, and I appreciate it.",,1.0,,1.0
1232,2024 - NBA ALL-STAR RISING STARS PRACTICE,16-Feb,PAOLO BANCHERO,"Yeah, working out with him just showed me how to be even more efficient as a scorer. Like you said, a lot of pivots. A lot of movement without dribbling. When you catch, getting your defender off balance. Just being able to simplify the game and getting to your spots, that was one of the major takeaways I had from working out with him.",1.0,,,1.0
1233,2024 - NBA ALL-STAR RISING STARS PRACTICE,16-Feb,PAOLO BANCHERO,"It wasn't seven, eight dribbles. There was never anything like that. It was simple three-, four-dribble combos, pump fakes, pivots, turnarounds, all stuff to be able to rise over the top and make the game a lot more simple.",1.0,,,1.0
1234,2024 - NBA ALL-STAR RISING STARS PRACTICE,16-Feb,PAOLO BANCHERO,"It was great. We got to go there early in the year. The fanfare was crazy. I didn't know what to expect, but sold-out game. The media at practice was crazy. You could just tell how excited they were for us to be there playing.",1.0,,1.0,
